clean_text,sentiment
new motorcycle popped cable already wowyou ride hard,positive
check flyer designed notary retrograde let know think,neutral
thanks welcome back,positive
want experience snow dont snow suck,negative
sore head,negative
office trying solve mystery whose blood bathroom toilet ee,neutral
love car soooo cute tonight love carlmy yr old sad nowlol,neutral
bryan hasnt replied wingnuts,neutral
watching southpark another minute,neutral
thanks amy video awesome see tmh he amazing bouncy bouncy bouncy,positive
lmaoha no simply wanted go ny,positive
bored cant go habbo stupid ban,negative
tried shoe new look,neutral
early wan na go back sleeep,neutral
dont think sister refusn get ticket next week,negative
oh wowhope he ok u take vet,neutral
died wait magic jack read,neutral
ive woken,neutral
hahaha oh man please come pomona would love see everyday instead like year,positive
jon made one greatest dinner ever roast pork tenderloin bed wild rice bed mixed green yummy sauce no wine,positive
nooooo raininghad leave beach,negative
shower class class taking care ladyfriend writing like there no tomorrow,positive
rockstar photographer shoot went great tonight little different usual stuff nice,positive
great pic try start selling race photo runner,positive
goodmorning twitter oh gosh woke soooo nice lol oh hai thar twitterverse happy everybody especially mine,positive
dulay swear took hour get bel air alabang but yes loved reminiscing hk trip,positive
hubby went pick fringe comic today store work store business no comix houston web,neutral
world amazing,positive
no idea im completely lost,negative
gadgetopia need dm but youre not following send email,neutral
awww he cutewish couldve gone,positive
got cable set win got lock put door win feeling tad neglected fail,neutral
think may look little silly also camera broken no photo,negative
great talk grace awesome god worksthat somehow started remote control work,positive
day beasted,negative
ill listening,neutral
oh nou dont hit family emergency lil delay cant wait see,neutral
sitting home nothing gon na like weekend,neutral
oh nevermind think thing unsalvageable,negative
flew brisbane lax today great flight love light shame one drink limit though,neutral
think go sleep considering hav b hr,neutral
told often wash hair would never speak,neutral
spent hour looking blog topic ended inventing grrrr,negative
seems disappeared life,negative
happy mother day mom every mom everywhere stroll beach laterhopefully,positive
ohhh wan na go gahhh but dunnooooooo confuzzzledd not,neutral
kittykat hello new follower haha ya,positive
haha best thing office birthday hey,positive
never knew could miss phone much hour till told wont back till,negative
lay aww well randomly woke cant sleep many thing mind,negative
thats done already one proof there nothing fair world,negative
going see long,neutral
better come time count else bam,positive
prd take long time review,neutral
u know kid not say well dont really,positive
ugh wan na play dnd but know im going fail final need study,negative
hi thx following teach chinese lesson youtube pls feel free look,positive
sad saying im fat tear,negative
thank might take offer,neutral
im trying find driver microsoft lifecam vx webcam cant find anywhere anyone link,negative
finally get lay bit major headache,negative
yes go see star trek sooooo much fun,positive
mitchel no idea much want call but cost load call england,neutral
stupid accidentally gave honey atomic flavored buffalo wing stomach feel awful im sorry baby,negative
relaxing thank hope get put foot tomorrow enjoy day,positive
yessir right,positive
night,neutral
writing music lit final paper mozart eine kleine nashtmusik mom giving handand im actually great time,positive
got crush issue but tomorrow friend going india whole summer im back sad,negative
warm,neutral
ada acara menarik lain key vip di channel v ttg straight yg dikasih task approach stranger crowd hmm,neutral
well hit seeit depends,neutral
aww thanx andy,positive
goody bagged car boot including cute cross stitch bird craft room man selling sweetie,positive
finished ironing clothes gon na walk dog grab showershave look good,positive
shower time,neutral
coooooooool dooooooooown patience virtue,positive
got ta drop car part buddy press dentist,neutral
cant call im work,neutral
going courthouse pay tag tax carsthis gon na expensive,negative
tired ready bed really mood salt pepper chicken wing noodle but no money chinese,negative
usual two family party today happy birthday lily,positive
herefinally yay seriously made day oh fellow hell ruler,neutral
goodnight magic pretty world,positive
doesnt hangover getting ready good ol english fry,neutral
waiting put story stereo skyline dont know put boooo,neutral
working,neutral
starbucks farrah,neutral
ginniejean there lot mojo place yes,neutral
third date went wellmoving fourth,neutral
mad tired but hols miss chomp chomp terribly,negative
finally starting assignment,neutral
good morning ready start week,positive
ive read good thing bout not feelin tonight proly finish tomorrow star trek,positive
glad im finally done final,positive
watching thing comcast missing boo like crrrrrazy,negative
rain almost perfect day clothes wet,negative
yeah only went day im trying get back november mom super soak star weekend,neutral
miss u guy prob wont b bk til august sumtime but come bk anytime b ill sure let u kno,positive
okay make sure he alright kk cuidalo let know he got friend u aha,neutral
round way ahve copy public contact personal contact first no big deal,neutral
trying figure,neutral
bob ill update leave vet test xrays,neutral
went see hannah montana movie saturday loved still cant work twitter though,neutral
lol ive done one b im victim lol,negative
would slip fall dirty school bathroom floor fml,negative
got confirmed pizzatime ex coworkers fridaylooking forward,positive
well paisley one cone thing around headso funny but feel bad,neutral
ugggh idk but only wan na stop getting text twitterr ilse,negative
cant wait november jobros concert examination,positive
done always ended selling machine going back mac,neutral
came back watching terminator salvation cathay soso only not much action but feel sorry marcus though,negative
sitting thru boring bit titanic waiting good bit start couple hour,neutral
fire urban rock challenge,neutral
cant believe thought morning shift today told alex could take airport flight shift,negative
poor heather didnt make cheerleading squad im sorry babygirl maybe next year,negative
